record_type,species,accession,query_class,query_accession,subject_locus,pident,alignment_length,query_length,subject_length,coverage,evalue,bitscore,normalized_bitscore,query_set_hash,method_version
hit,L. rhamnosus,GCF_001067335.1,PerR,P71086,P1BE2BE006_01689,55.556,135.0,145.0,146.0,93.10344827586206,1.41e-55,167.0,1.1517241379310346,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067335.1,PerR,P71086,P1BE2BE006_01906,33.577,137.0,145.0,150.0,94.48275862068965,2.67e-21,80.5,0.5551724137931034,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067335.1,Spx,O31602,P1BE2BE006_00198,68.702,131.0,131.0,132.0,100.0,5.68e-68,197.0,1.5038167938931297,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067335.1,Spx,O31602,P1BE2BE006_01886,45.238,126.0,131.0,133.0,96.18320610687023,1.89e-38,123.0,0.9389312977099237,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067335.1,Spx,O31602,P1BE2BE006_02711,34.247,73.0,131.0,76.0,55.725190839694655,2.03e-09,47.4,0.3618320610687023,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067335.1,MgsR,P54503,P1BE2BE006_00198,44.037,109.0,126.0,132.0,86.5079365079365,1.32e-34,113.0,0.8968253968253969,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067335.1,MgsR,P54503,P1BE2BE006_01886,31.429,105.0,126.0,133.0,83.33333333333333,4.37e-24,86.7,0.6880952380952381,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067335.1,OhrR,O34777,P1BE2BE006_01757,39.706,136.0,147.0,151.0,92.51700680272108,4.24e-31,105.0,0.7142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067335.1,OhrR,O34777,P1BE2BE006_00915,23.009,113.0,147.0,165.0,76.87074829931973,4.9e-08,46.2,0.3142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067335.1,Rex,O05521,P1BE2BE006_01227,60.68,206.0,215.0,217.0,95.81395348837209,1.22e-90,262.0,1.2186046511627906,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067335.1,Rex,O05521,P1BE2BE006_00710,42.564,195.0,215.0,221.0,90.69767441860465,3.23e-50,159.0,0.7395348837209302,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
status,L. rhamnosus,GCF_001067335.1,,,,,,,,,,,,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067625.1,Fur,P54574,P147A27C4F_00346,30.37,135.0,149.0,146.0,90.60402684563758,4.28e-23,85.1,0.5711409395973154,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067625.1,Fur,P54574,P147A27C4F_01439,26.866,134.0,149.0,150.0,89.93288590604027,8.76e-12,55.8,0.374496644295302,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067625.1,Zur,P54479,P147A27C4F_01439,37.5,136.0,145.0,150.0,93.79310344827586,4.59e-33,110.0,0.7586206896551724,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067625.1,Zur,P54479,P147A27C4F_00346,31.69,142.0,145.0,146.0,97.93103448275862,5.43e-19,74.7,0.5151724137931035,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067625.1,PerR,P71086,P147A27C4F_00346,55.556,135.0,145.0,146.0,93.10344827586206,1.39e-55,167.0,1.1517241379310346,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067625.1,PerR,P71086,P147A27C4F_01439,33.577,137.0,145.0,150.0,94.48275862068965,2.65e-21,80.5,0.5551724137931034,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067625.1,Spx,O31602,P147A27C4F_00466,68.702,131.0,131.0,132.0,100.0,5.62e-68,197.0,1.5038167938931297,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067625.1,Spx,O31602,P147A27C4F_00818,45.238,126.0,131.0,133.0,96.18320610687023,1.87e-38,123.0,0.9389312977099237,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067625.1,Spx,O31602,P147A27C4F_00023,34.247,73.0,131.0,76.0,55.725190839694655,2.01e-09,47.4,0.3618320610687023,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067625.1,MgsR,P54503,P147A27C4F_00466,44.037,109.0,126.0,132.0,86.5079365079365,1.31e-34,113.0,0.8968253968253969,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067625.1,MgsR,P54503,P147A27C4F_00818,31.429,105.0,126.0,133.0,83.33333333333333,4.32e-24,86.7,0.6880952380952381,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067625.1,OhrR,O34777,P147A27C4F_02470,39.706,136.0,147.0,151.0,92.51700680272108,4.2e-31,105.0,0.7142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067625.1,OhrR,O34777,P147A27C4F_02583,23.009,113.0,147.0,165.0,76.87074829931973,4.85e-08,46.2,0.3142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067625.1,Rex,O05521,P147A27C4F_01780,60.68,206.0,215.0,217.0,95.81395348837209,1.2e-90,262.0,1.2186046511627906,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067625.1,Rex,O05521,P147A27C4F_01084,37.607,117.0,215.0,133.0,54.41860465116279,3.68e-22,84.7,0.39395348837209304,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067625.1,Rex,O05521,P147A27C4F_01083,52.055,73.0,215.0,104.0,33.95348837209303,5.1e-21,80.9,0.3762790697674419,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
status,L. rhamnosus,GCF_001067625.1,,,,,,,,,,,,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067885.1,Fur,P54574,P151F474FB_00320,30.37,135.0,149.0,146.0,90.60402684563758,4.29e-23,85.1,0.5711409395973154,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067885.1,Fur,P54574,P151F474FB_01236,26.866,134.0,149.0,150.0,89.93288590604027,8.78e-12,55.8,0.374496644295302,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067885.1,Zur,P54479,P151F474FB_01236,37.5,136.0,145.0,150.0,93.79310344827586,4.6e-33,110.0,0.7586206896551724,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067885.1,Zur,P54479,P151F474FB_00320,31.69,142.0,145.0,146.0,97.93103448275862,5.44e-19,74.7,0.5151724137931035,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067885.1,PerR,P71086,P151F474FB_00320,55.556,135.0,145.0,146.0,93.10344827586206,1.4e-55,167.0,1.1517241379310346,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067885.1,PerR,P71086,P151F474FB_01236,33.577,137.0,145.0,150.0,94.48275862068965,2.65e-21,80.5,0.5551724137931034,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067885.1,Spx,O31602,P151F474FB_00512,68.702,131.0,131.0,132.0,100.0,5.64e-68,197.0,1.5038167938931297,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067885.1,Spx,O31602,P151F474FB_01216,45.238,126.0,131.0,133.0,96.18320610687023,1.32e-38,123.0,0.9389312977099237,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067885.1,Spx,O31602,P151F474FB_01884,34.247,73.0,131.0,76.0,55.725190839694655,2.02e-09,47.4,0.3618320610687023,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067885.1,MgsR,P54503,P151F474FB_00512,44.037,109.0,126.0,132.0,86.5079365079365,1.31e-34,113.0,0.8968253968253969,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067885.1,MgsR,P54503,P151F474FB_01216,31.429,105.0,126.0,133.0,83.33333333333333,3.98e-24,86.7,0.6880952380952381,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067885.1,OhrR,O34777,P151F474FB_00810,39.706,136.0,147.0,151.0,92.51700680272108,4.21e-31,105.0,0.7142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067885.1,OhrR,O34777,P151F474FB_00368,23.009,113.0,147.0,165.0,76.87074829931973,4.49e-08,46.2,0.3142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067885.1,OhrR,O34777,P151F474FB_00294,32.877,73.0,147.0,194.0,49.65986394557823,8.11e-06,40.0,0.272108843537415,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067885.1,Rex,O05521,P151F474FB_02417,60.68,206.0,215.0,217.0,95.81395348837209,1.21e-90,262.0,1.2186046511627906,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001067885.1,Rex,O05521,P151F474FB_00603,42.564,195.0,215.0,221.0,90.69767441860465,1.02e-50,160.0,0.7441860465116279,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
status,L. rhamnosus,GCF_001067885.1,,,,,,,,,,,,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068015.1,Fur,P54574,P1B19F2376_01586,30.37,135.0,149.0,146.0,90.60402684563758,4.31e-23,85.1,0.5711409395973154,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068015.1,Fur,P54574,P1B19F2376_00243,26.119,134.0,149.0,150.0,89.93288590604027,3.05e-11,54.3,0.3644295302013423,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068015.1,Zur,P54479,P1B19F2376_00243,38.235,136.0,145.0,150.0,93.79310344827586,2.33e-33,111.0,0.7655172413793103,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068015.1,Zur,P54479,P1B19F2376_01586,31.69,142.0,145.0,146.0,97.93103448275862,5.47e-19,74.7,0.5151724137931035,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068015.1,PerR,P71086,P1B19F2376_01586,55.556,135.0,145.0,146.0,93.10344827586206,1.4e-55,167.0,1.1517241379310346,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068015.1,PerR,P71086,P1B19F2376_00243,32.847,137.0,145.0,150.0,94.48275862068965,7.25e-21,79.3,0.5468965517241379,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068015.1,Spx,O31602,P1B19F2376_01298,68.702,131.0,131.0,132.0,100.0,5.67e-68,197.0,1.5038167938931297,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068015.1,Spx,O31602,P1B19F2376_00263,45.238,126.0,131.0,133.0,96.18320610687023,1.88e-38,123.0,0.9389312977099237,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068015.1,Spx,O31602,P1B19F2376_01393,34.247,73.0,131.0,76.0,55.725190839694655,2.03e-09,47.4,0.3618320610687023,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068015.1,MgsR,P54503,P1B19F2376_01298,44.037,109.0,126.0,132.0,86.5079365079365,1.32e-34,113.0,0.8968253968253969,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068015.1,MgsR,P54503,P1B19F2376_00263,31.429,105.0,126.0,133.0,83.33333333333333,4.36e-24,86.7,0.6880952380952381,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068015.1,OhrR,O34777,P1B19F2376_00417,39.706,136.0,147.0,151.0,92.51700680272108,4.23e-31,105.0,0.7142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068015.1,OhrR,O34777,P1B19F2376_01901,23.009,113.0,147.0,165.0,76.87074829931973,4e-08,46.2,0.3142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068015.1,Rex,O05521,P1B19F2376_02189,60.68,206.0,215.0,217.0,95.81395348837209,1.21e-90,262.0,1.2186046511627906,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068015.1,Rex,O05521,P1B19F2376_02040,41.262,206.0,215.0,221.0,95.81395348837209,1.41e-51,162.0,0.7534883720930232,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
status,L. rhamnosus,GCF_001068015.1,,,,,,,,,,,,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068045.1,Fur,P54574,P111B83C9A_01138,29.63,135.0,149.0,146.0,90.60402684563758,1.42e-22,84.0,0.5637583892617449,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068045.1,Fur,P54574,P111B83C9A_02677,26.866,134.0,149.0,150.0,89.93288590604027,9.07e-12,55.8,0.374496644295302,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068045.1,Zur,P54479,P111B83C9A_02677,37.5,136.0,145.0,150.0,93.79310344827586,4.76e-33,110.0,0.7586206896551724,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068045.1,Zur,P54479,P111B83C9A_01138,31.69,142.0,145.0,146.0,97.93103448275862,3.86e-19,75.1,0.5179310344827586,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068045.1,PerR,P71086,P111B83C9A_01138,54.815,135.0,145.0,146.0,93.10344827586206,4.75e-55,166.0,1.1448275862068966,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068045.1,PerR,P71086,P111B83C9A_02677,33.577,137.0,145.0,150.0,94.48275862068965,2.74e-21,80.5,0.5551724137931034,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068045.1,Spx,O31602,P111B83C9A_02301,68.702,131.0,131.0,132.0,100.0,5.82e-68,197.0,1.5038167938931297,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068045.1,Spx,O31602,P111B83C9A_02657,46.154,78.0,131.0,88.0,59.541984732824424,2.69e-22,80.9,0.6175572519083969,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068045.1,Spx,O31602,P111B83C9A_00698,34.247,73.0,131.0,76.0,55.725190839694655,2.08e-09,47.4,0.3618320610687023,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068045.1,MgsR,P54503,P111B83C9A_02301,44.037,109.0,126.0,132.0,86.5079365079365,1.35e-34,113.0,0.8968253968253969,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068045.1,MgsR,P54503,P111B83C9A_02657,32.787,61.0,126.0,88.0,48.41269841269841,3.54e-14,60.1,0.476984126984127,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068045.1,OhrR,O34777,P111B83C9A_01384,39.706,136.0,147.0,151.0,92.51700680272108,4.35e-31,105.0,0.7142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068045.1,OhrR,O34777,P111B83C9A_01013,22.222,117.0,147.0,180.0,79.59183673469387,5.56e-08,46.2,0.3142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068045.1,Rex,O05521,P111B83C9A_02259,60.68,206.0,215.0,217.0,95.81395348837209,6.76e-91,262.0,1.2186046511627906,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068045.1,Rex,O05521,P111B83C9A_01185,42.564,195.0,215.0,221.0,90.69767441860465,1.05e-50,160.0,0.7441860465116279,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
status,L. rhamnosus,GCF_001068045.1,,,,,,,,,,,,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068195.1,Fur,P54574,P1D77051E1_01323,29.63,135.0,149.0,146.0,90.60402684563758,1.41e-22,84.0,0.5637583892617449,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068195.1,Fur,P54574,P1D77051E1_01268,26.866,134.0,149.0,150.0,89.93288590604027,9.03e-12,55.8,0.374496644295302,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068195.1,Zur,P54479,P1D77051E1_01268,37.5,136.0,145.0,150.0,93.79310344827586,4.73e-33,110.0,0.7586206896551724,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068195.1,Zur,P54479,P1D77051E1_01323,31.69,142.0,145.0,146.0,97.93103448275862,3.84e-19,75.1,0.5179310344827586,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068195.1,PerR,P71086,P1D77051E1_01323,54.815,135.0,145.0,146.0,93.10344827586206,4.73e-55,166.0,1.1448275862068966,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068195.1,PerR,P71086,P1D77051E1_01268,33.577,137.0,145.0,150.0,94.48275862068965,2.73e-21,80.5,0.5551724137931034,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068195.1,Spx,O31602,P1D77051E1_01980,68.702,131.0,131.0,132.0,100.0,5.79e-68,197.0,1.5038167938931297,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068195.1,Spx,O31602,P1D77051E1_02719,46.154,78.0,131.0,88.0,59.541984732824424,2.67e-22,80.9,0.6175572519083969,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068195.1,Spx,O31602,P1D77051E1_02215,34.247,73.0,131.0,76.0,55.725190839694655,2.07e-09,47.4,0.3618320610687023,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068195.1,MgsR,P54503,P1D77051E1_01980,44.037,109.0,126.0,132.0,86.5079365079365,1.35e-34,113.0,0.8968253968253969,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068195.1,MgsR,P54503,P1D77051E1_02719,32.787,61.0,126.0,88.0,48.41269841269841,3.52e-14,60.1,0.476984126984127,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068195.1,OhrR,O34777,P1D77051E1_02204,39.706,136.0,147.0,151.0,92.51700680272108,4.33e-31,105.0,0.7142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068195.1,OhrR,O34777,P1D77051E1_01191,22.222,117.0,147.0,180.0,79.59183673469387,5.53e-08,46.2,0.3142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068195.1,Rex,O05521,P1D77051E1_00185,60.68,206.0,215.0,217.0,95.81395348837209,6.73e-91,262.0,1.2186046511627906,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068195.1,Rex,O05521,P1D77051E1_02524,42.564,195.0,215.0,221.0,90.69767441860465,1.05e-50,160.0,0.7441860465116279,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
status,L. rhamnosus,GCF_001068195.1,,,,,,,,,,,,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001068215.1,Fur,P54574,P19F238945_00094,30.37,135.0,149.0,146.0,90.60402684563758,4.08e-23,85.1,0.5711409395973154,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
