species,accession,locus_tag,gene_symbol,cds_length_bp,length_mod3,non_triplet_length,internal_stop_count,has_internal_stop,canonical_start,terminal_stop
L. rhamnosus,GCF_001067625.1,P147A27C4F_02465,uvra,2895,0,False,0,False,True,True
L. rhamnosus,GCF_001067625.1,P147A27C4F_02525,uvra,2529,0,False,0,False,True,True
L. rhamnosus,GCF_001067885.1,P151F474FB_00139,ssb,438,0,False,0,False,True,True
L. rhamnosus,GCF_001067885.1,P151F474FB_00193,reco,816,0,False,0,False,True,True
L. rhamnosus,GCF_001067885.1,P151F474FB_00222,liga,285,0,False,0,False,True,True
L. rhamnosus,GCF_001067885.1,P151F474FB_00769,recr,600,0,False,0,False,True,True
L. rhamnosus,GCF_001067885.1,P151F474FB_00771,ruvb,1698,0,False,0,False,True,True
L. rhamnosus,GCF_001067885.1,P151F474FB_00815,uvra,2895,0,False,0,False,True,True
L. rhamnosus,GCF_001067885.1,P151F474FB_00816,uvrb,2016,0,False,0,False,True,True
L. rhamnosus,GCF_001067885.1,P151F474FB_00838,muts,1677,0,False,0,False,True,True
L. rhamnosus,GCF_001067885.1,P151F474FB_00897,uvra,2529,0,False,0,False,True,True
L. rhamnosus,GCF_001067885.1,P151F474FB_00920,ruvb,1047,0,False,0,False,True,True
L. rhamnosus,GCF_001067885.1,P151F474FB_00921,ruva,597,0,False,0,False,True,True
L. rhamnosus,GCF_001067885.1,P151F474FB_00963,recn,1704,0,False,0,False,True,True
L. rhamnosus,GCF_001067885.1,P151F474FB_01106,uvra,2274,0,False,0,False,True,True
L. rhamnosus,GCF_001067885.1,P151F474FB_01431,ruvb,2559,0,False,0,False,True,True
L. rhamnosus,GCF_001067885.1,P151F474FB_02138,ssb,384,0,False,0,False,True,True
L. rhamnosus,GCF_001067885.1,P151F474FB_02428,muts,2583,0,False,0,False,True,True
L. rhamnosus,GCF_001067885.1,P151F474FB_02478,liga,2025,0,False,0,False,True,True
L. rhamnosus,GCF_001068015.1,P1B19F2376_00108,ruvb,1047,0,False,0,False,True,True
L. rhamnosus,GCF_001068015.1,P1B19F2376_00109,ruva,597,0,False,0,False,True,True
L. rhamnosus,GCF_001068015.1,P1B19F2376_00152,liga,2025,0,False,0,False,True,True
L. rhamnosus,GCF_001068015.1,P1B19F2376_00422,uvra,2895,0,False,0,False,True,True
L. rhamnosus,GCF_001068015.1,P1B19F2376_00423,uvrb,2016,0,False,0,False,True,True
L. rhamnosus,GCF_001068015.1,P1B19F2376_00803,uvra,2274,0,False,0,False,True,True
L. rhamnosus,GCF_001068015.1,P1B19F2376_01088,liga,285,0,False,0,False,True,True
L. rhamnosus,GCF_001068015.1,P1B19F2376_01617,recn,1704,0,False,0,False,True,True
L. rhamnosus,GCF_001068015.1,P1B19F2376_01701,ssb,432,0,False,0,False,True,True
L. rhamnosus,GCF_001068015.1,P1B19F2376_01810,reco,816,0,False,0,False,True,True
L. rhamnosus,GCF_001068015.1,P1B19F2376_02550,uvra,2529,0,False,0,False,True,True
L. rhamnosus,GCF_001068015.1,P1B19F2376_02632,recr,600,0,False,0,False,True,True
L. rhamnosus,GCF_001068015.1,P1B19F2376_02634,ruvb,1698,0,False,0,False,True,True
L. rhamnosus,GCF_001068015.1,P1B19F2376_02750,muts,2583,0,False,0,False,True,True
L. rhamnosus,GCF_001068015.1,P1B19F2376_02779,muts,1677,0,False,0,False,True,True
L. rhamnosus,GCF_001068045.1,P111B83C9A_00316,uvra,2529,0,False,0,False,True,True
L. rhamnosus,GCF_001068045.1,P111B83C9A_00654,reco,816,0,False,0,False,True,True
L. rhamnosus,GCF_001068045.1,P111B83C9A_01062,ruva,597,0,False,0,False,True,True
L. rhamnosus,GCF_001068045.1,P111B83C9A_01063,ruvb,1047,0,False,0,False,True,True
L. rhamnosus,GCF_001068045.1,P111B83C9A_01210,liga,2025,0,False,0,False,True,True
L. rhamnosus,GCF_001068045.1,P111B83C9A_01343,recr,600,0,False,0,False,True,True
L. rhamnosus,GCF_001068045.1,P111B83C9A_01345,ruvb,1698,0,False,0,False,True,True
L. rhamnosus,GCF_001068045.1,P111B83C9A_01389,uvra,2895,0,False,0,False,True,True
L. rhamnosus,GCF_001068045.1,P111B83C9A_01390,uvrb,2016,0,False,0,False,True,True
L. rhamnosus,GCF_001068045.1,P111B83C9A_01520,recn,1704,0,False,0,False,True,True
L. rhamnosus,GCF_001068045.1,P111B83C9A_01586,ruvb,2559,0,False,0,False,True,True
L. rhamnosus,GCF_001068045.1,P111B83C9A_01749,ssb,384,0,False,0,False,True,True
L. rhamnosus,GCF_001068045.1,P111B83C9A_02249,muts,2583,0,False,0,False,True,True
L. rhamnosus,GCF_001068045.1,P111B83C9A_02625,muts,1677,0,False,0,False,True,True
L. rhamnosus,GCF_001068045.1,P111B83C9A_02808,uvra,2274,0,False,0,False,True,True
L. rhamnosus,GCF_001068195.1,P1D77051E1_00492,uvra,2529,0,False,0,False,True,True
L. rhamnosus,GCF_001068195.1,P1D77051E1_00585,reco,816,0,False,0,False,True,True
L. rhamnosus,GCF_001068195.1,P1D77051E1_00691,ruvb,2559,0,False,0,False,True,True
L. rhamnosus,GCF_001068195.1,P1D77051E1_00866,muts,2583,0,False,0,False,True,True
L. rhamnosus,GCF_001068195.1,P1D77051E1_01093,muts,1677,0,False,0,False,True,True
L. rhamnosus,GCF_001068195.1,P1D77051E1_01225,ruvb,1698,0,False,0,False,True,True
L. rhamnosus,GCF_001068195.1,P1D77051E1_01227,recr,600,0,False,0,False,True,True
L. rhamnosus,GCF_001068195.1,P1D77051E1_01240,ruva,597,0,False,0,False,True,True
L. rhamnosus,GCF_001068195.1,P1D77051E1_01241,ruvb,1047,0,False,0,False,True,True
L. rhamnosus,GCF_001068195.1,P1D77051E1_01580,ssb,384,0,False,0,False,True,True
L. rhamnosus,GCF_001068195.1,P1D77051E1_01619,uvra,2274,0,False,0,False,True,True
L. rhamnosus,GCF_001068195.1,P1D77051E1_01640,recn,1704,0,False,0,False,True,True
L. rhamnosus,GCF_001068195.1,P1D77051E1_02209,uvra,2895,0,False,0,False,True,True
L. rhamnosus,GCF_001068195.1,P1D77051E1_02210,uvrb,2016,0,False,0,False,True,True
L. rhamnosus,GCF_001068195.1,P1D77051E1_02450,liga,2025,0,False,0,False,True,True
L. rhamnosus,GCF_001068195.1,P1D77051E1_02726,liga,285,0,False,0,False,True,True
L. rhamnosus,GCF_001068215.1,P19F238945_00326,uvra,2529,0,False,0,False,True,True
L. rhamnosus,GCF_001068215.1,P19F238945_00443,ruvb,1698,0,False,0,False,True,True
L. rhamnosus,GCF_001068215.1,P19F238945_00445,recr,600,0,False,0,False,True,True
L. rhamnosus,GCF_001068215.1,P19F238945_00648,recn,1704,0,False,0,False,True,True
L. rhamnosus,GCF_001068215.1,P19F238945_00789,uvra,2274,0,False,0,False,True,True
L. rhamnosus,GCF_001068215.1,P19F238945_01287,ssb,432,0,False,0,False,True,True
L. rhamnosus,GCF_001068215.1,P19F238945_01289,ssb,591,0,False,0,False,True,True
L. rhamnosus,GCF_001068215.1,P19F238945_01509,reco,816,0,False,0,False,True,True
L. rhamnosus,GCF_001068215.1,P19F238945_01800,ruva,597,0,False,0,False,True,True
L. rhamnosus,GCF_001068215.1,P19F238945_01801,ruvb,1047,0,False,0,False,True,True
L. rhamnosus,GCF_001068215.1,P19F238945_02008,muts,2583,0,False,0,False,True,True
L. rhamnosus,GCF_001068215.1,P19F238945_02125,muts,1677,0,False,0,False,True,True
L. rhamnosus,GCF_001068215.1,P19F238945_02137,liga,2025,0,False,0,False,True,True
L. rhamnosus,GCF_001068215.1,P19F238945_02384,uvra,2895,0,False,0,False,True,True
L. rhamnosus,GCF_001068215.1,P19F238945_02385,uvrb,2016,0,False,0,False,True,True
L. rhamnosus,GCF_001368735.1,P154B398B8_00090,ruvb,1047,0,False,0,False,True,True
L. rhamnosus,GCF_001368735.1,P154B398B8_00091,ruva,597,0,False,0,False,True,True
L. rhamnosus,GCF_001368735.1,P154B398B8_00202,muts,1677,0,False,0,False,True,True
L. rhamnosus,GCF_001368735.1,P154B398B8_00786,ssb,432,0,False,0,False,True,True
L. rhamnosus,GCF_001368735.1,P154B398B8_01083,uvra,2529,0,False,0,False,True,True
L. rhamnosus,GCF_001368735.1,P154B398B8_01426,ruvb,1305,0,False,0,False,True,True
L. rhamnosus,GCF_001368735.1,P154B398B8_01429,recr,600,0,False,0,False,True,True
L. rhamnosus,GCF_001368735.1,P154B398B8_01455,muts,2583,0,False,0,False,True,True
L. rhamnosus,GCF_001368735.1,P154B398B8_01987,recn,1704,0,False,0,False,True,True
L. rhamnosus,GCF_001368735.1,P154B398B8_02108,reco,816,0,False,0,False,True,True
L. rhamnosus,GCF_001368735.1,P154B398B8_02316,uvra,2274,0,False,0,False,True,True
L. rhamnosus,GCF_001368735.1,P154B398B8_02593,liga,2025,0,False,0,False,True,True
L. rhamnosus,GCF_001368735.1,P154B398B8_02706,uvra,2895,0,False,0,False,True,True
L. rhamnosus,GCF_001368735.1,P154B398B8_02707,uvrb,2016,0,False,0,False,True,True
L. rhamnosus,GCF_001368735.1,P154B398B8_02831,ssb,438,0,False,0,False,True,True
L. rhamnosus,GCF_001590655.1,P13219A3CF_00406,muts,1677,0,False,0,False,True,True
L. rhamnosus,GCF_001590655.1,P13219A3CF_00516,ruva,597,0,False,0,False,True,True
L. rhamnosus,GCF_001590655.1,P13219A3CF_00517,ruvb,1047,0,False,0,False,True,True
L. rhamnosus,GCF_001590655.1,P13219A3CF_00694,uvrb,2016,0,False,0,False,True,True
L. rhamnosus,GCF_001590655.1,P13219A3CF_00695,uvra,2895,0,False,0,False,True,True
L. rhamnosus,GCF_001590655.1,P13219A3CF_00808,liga,2025,0,False,0,False,True,True
L. rhamnosus,GCF_001590655.1,P13219A3CF_01030,uvra,2274,0,False,0,False,True,True
L. rhamnosus,GCF_001590655.1,P13219A3CF_01238,reco,816,0,False,0,False,True,True
L. rhamnosus,GCF_001590655.1,P13219A3CF_01358,recn,1704,0,False,0,False,True,True
L. rhamnosus,GCF_001590655.1,P13219A3CF_01424,ruvb,2559,0,False,0,False,True,True
L. rhamnosus,GCF_001590655.1,P13219A3CF_01897,muts,2583,0,False,0,False,True,True
L. rhamnosus,GCF_001590655.1,P13219A3CF_01923,recr,600,0,False,0,False,True,True
L. rhamnosus,GCF_001590655.1,P13219A3CF_01925,ruvb,1698,0,False,0,False,True,True
L. rhamnosus,GCF_001590655.1,P13219A3CF_02271,uvra,2529,0,False,0,False,True,True
L. rhamnosus,GCF_001590655.1,P13219A3CF_02564,ssb,432,0,False,0,False,True,True
L. rhamnosus,GCF_001645615.1,P1FA483F68_00301,uvra,2895,0,False,0,False,True,True
L. rhamnosus,GCF_001645615.1,P1FA483F68_00302,uvrb,2016,0,False,0,False,True,True
L. rhamnosus,GCF_001645615.1,P1FA483F68_00688,muts,1677,0,False,0,False,True,True
L. rhamnosus,GCF_001645615.1,P1FA483F68_00864,recn,1704,0,False,0,False,True,True
L. rhamnosus,GCF_001645615.1,P1FA483F68_01011,reco,816,0,False,0,False,True,True
L. rhamnosus,GCF_001645615.1,P1FA483F68_01226,ruvb,1047,0,False,0,False,True,True
L. rhamnosus,GCF_001645615.1,P1FA483F68_01227,ruva,597,0,False,0,False,True,True
L. rhamnosus,GCF_001645615.1,P1FA483F68_01474,uvra,2529,0,False,0,False,True,True
L. rhamnosus,GCF_001645615.1,P1FA483F68_01532,uvra,2274,0,False,0,False,True,True
L. rhamnosus,GCF_001645615.1,P1FA483F68_01804,muts,1164,0,False,0,False,True,True
L. rhamnosus,GCF_001645615.1,P1FA483F68_01887,ssb,486,0,False,0,False,True,True
L. rhamnosus,GCF_001645615.1,P1FA483F68_02130,liga,2025,0,False,0,False,True,True
L. rhamnosus,GCF_001645615.1,P1FA483F68_02368,ruvb,1698,0,False,0,False,True,True
L. rhamnosus,GCF_001645615.1,P1FA483F68_02370,recr,600,0,False,0,False,True,True
L. rhamnosus,GCF_001645615.1,P1FA483F68_02397,muts,2583,0,False,0,False,True,True
L. rhamnosus,GCF_001645615.1,P1FA483F68_02612,ssb,432,0,False,0,False,True,True
L. rhamnosus,GCF_001656535.1,P140B7C728_00198,ssb,486,0,False,0,False,True,True
L. rhamnosus,GCF_001656535.1,P140B7C728_00781,uvra,2895,0,False,0,False,True,True
L. rhamnosus,GCF_001656535.1,P140B7C728_00782,uvrb,2016,0,False,0,False,True,True
L. rhamnosus,GCF_001656535.1,P140B7C728_00895,muts,2583,0,False,0,False,True,True
L. rhamnosus,GCF_001656535.1,P140B7C728_00921,recr,600,0,False,0,False,True,True
L. rhamnosus,GCF_001656535.1,P140B7C728_00924,ruvb,1305,0,False,0,False,True,True
L. rhamnosus,GCF_001656535.1,P140B7C728_01127,ruva,597,0,False,0,False,True,True
L. rhamnosus,GCF_001656535.1,P140B7C728_01128,ruvb,1047,0,False,0,False,True,True
L. rhamnosus,GCF_001656535.1,P140B7C728_01233,recn,1704,0,False,0,False,True,True
L. rhamnosus,GCF_001656535.1,P140B7C728_01372,ssb,432,0,False,0,False,True,True
L. rhamnosus,GCF_001656535.1,P140B7C728_01391,liga,2025,0,False,0,False,True,True
L. rhamnosus,GCF_001656535.1,P140B7C728_01568,muts,879,0,False,0,False,True,True
L. rhamnosus,GCF_001656535.1,P140B7C728_01769,uvra,2529,0,False,0,False,True,True
L. rhamnosus,GCF_001656535.1,P140B7C728_02370,reco,816,0,False,0,False,True,True
L. rhamnosus,GCF_001656535.1,P140B7C728_02646,uvra,2274,0,False,0,False,True,True
L. rhamnosus,GCF_001656545.1,P161202A4A_00053,ssb,486,0,False,0,False,True,True
L. rhamnosus,GCF_001656545.1,P161202A4A_00453,uvra,2529,0,False,0,False,True,True
L. rhamnosus,GCF_001656545.1,P161202A4A_00583,ruvb,1698,0,False,0,False,True,True
L. rhamnosus,GCF_001656545.1,P161202A4A_00585,recr,600,0,False,0,False,True,True
L. rhamnosus,GCF_001656545.1,P161202A4A_00611,muts,2583,0,False,0,False,True,True
L. rhamnosus,GCF_001656545.1,P161202A4A_00693,uvra,2895,0,False,0,False,True,True
L. rhamnosus,GCF_001656545.1,P161202A4A_00694,uvrb,2016,0,False,0,False,True,True
L. rhamnosus,GCF_001656545.1,P161202A4A_00884,muts,879,0,False,0,False,True,True
L. rhamnosus,GCF_001656545.1,P161202A4A_01019,recn,1704,0,False,0,False,True,True
L. rhamnosus,GCF_001656545.1,P161202A4A_01430,ruva,597,0,False,0,False,True,True
L. rhamnosus,GCF_001656545.1,P161202A4A_01431,ruvb,1047,0,False,0,False,True,True
L. rhamnosus,GCF_001656545.1,P161202A4A_01478,liga,2025,0,False,0,False,True,True
L. rhamnosus,GCF_001656545.1,P161202A4A_01971,ssb,432,0,False,0,False,True,True
L. rhamnosus,GCF_001656545.1,P161202A4A_02290,liga,285,0,False,0,False,True,True
L. rhamnosus,GCF_001656545.1,P161202A4A_02369,reco,816,0,False,0,False,True,True
L. rhamnosus,GCF_001656545.1,P161202A4A_02588,uvra,2274,0,False,0,False,True,True
L. rhamnosus,GCF_900636965.1,P1439660B3_00015,ssb,432,0,False,0,False,True,True
L. rhamnosus,GCF_900636965.1,P1439660B3_00604,muts,1677,0,False,0,False,True,True
L. rhamnosus,GCF_900636965.1,P1439660B3_00716,ruva,597,0,False,0,False,True,True
L. rhamnosus,GCF_900636965.1,P1439660B3_00717,ruvb,1047,0,False,0,False,True,True
L. rhamnosus,GCF_900636965.1,P1439660B3_00953,uvrb,2016,0,False,0,False,True,True
L. rhamnosus,GCF_900636965.1,P1439660B3_00954,uvra,2895,0,False,0,False,True,True
L. rhamnosus,GCF_900636965.1,P1439660B3_01067,liga,2025,0,False,0,False,True,True
L. rhamnosus,GCF_900636965.1,P1439660B3_01291,uvra,2274,0,False,0,False,True,True
L. rhamnosus,GCF_900636965.1,P1439660B3_01501,reco,816,0,False,0,False,True,True
L. rhamnosus,GCF_900636965.1,P1439660B3_01621,recn,1704,0,False,0,False,True,True
L. rhamnosus,GCF_900636965.1,P1439660B3_01687,ruvb,2559,0,False,0,False,True,True
L. rhamnosus,GCF_900636965.1,P1439660B3_02164,muts,2583,0,False,0,False,True,True
L. rhamnosus,GCF_900636965.1,P1439660B3_02190,recr,600,0,False,0,False,True,True
L. rhamnosus,GCF_900636965.1,P1439660B3_02192,ruvb,1698,0,False,0,False,True,True
L. rhamnosus,GCF_900636965.1,P1439660B3_02542,uvra,2529,0,False,0,False,True,True
L. rhamnosus,Vahe,P128F6B855_00049,muts,1677,0,False,0,False,True,True
L. rhamnosus,Vahe,P128F6B855_00160,ruva,597,0,False,0,False,True,True
L. rhamnosus,Vahe,P128F6B855_00161,ruvb,1047,0,False,0,False,True,True
L. rhamnosus,Vahe,P128F6B855_00220,uvrb,2016,0,False,0,False,True,True
L. rhamnosus,Vahe,P128F6B855_00221,uvra,2895,0,False,0,False,True,True
L. rhamnosus,Vahe,P128F6B855_00340,liga,1938,0,False,0,False,True,True
L. rhamnosus,Vahe,P128F6B855_00476,uvra,2274,0,False,0,False,True,True
L. rhamnosus,Vahe,P128F6B855_00746,recn,1704,0,False,0,False,True,True
L. rhamnosus,Vahe,P128F6B855_00966,ssb,432,0,False,0,False,True,True
L. rhamnosus,Vahe,P128F6B855_01299,reco,816,0,False,0,False,True,True
L. rhamnosus,Vahe,P128F6B855_02175,ruvb,1698,0,False,0,False,True,True
L. rhamnosus,Vahe,P128F6B855_02177,recr,600,0,False,0,False,True,True
L. rhamnosus,Vahe,P128F6B855_02206,muts,2583,0,False,0,False,True,True
L. rhamnosus,Vahe,P128F6B855_02556,uvra,2529,0,False,0,False,True,True
L. delbrueckii,GCF_000056065.1,P1C9D0E2BB_00008,ssb,576,0,False,0,False,True,True
L. delbrueckii,GCF_000056065.1,P1C9D0E2BB_00038,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_000056065.1,P1C9D0E2BB_00419,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_000056065.1,P1C9D0E2BB_00561,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_000056065.1,P1C9D0E2BB_00562,uvra,2856,0,False,0,False,True,True
L. delbrueckii,GCF_000056065.1,P1C9D0E2BB_01128,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_000056065.1,P1C9D0E2BB_01286,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_000056065.1,P1C9D0E2BB_01467,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_000056065.1,P1C9D0E2BB_01468,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_000056065.1,P1C9D0E2BB_01470,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_000056065.1,P1C9D0E2BB_01487,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_000056065.1,P1C9D0E2BB_01489,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_002847905.1,P1199DA56E_00047,uvra,2859,0,False,0,False,True,True
L. delbrueckii,GCF_002847905.1,P1199DA56E_00048,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_002847905.1,P1199DA56E_00524,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_002847905.1,P1199DA56E_00559,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_002847905.1,P1199DA56E_00578,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_002847905.1,P1199DA56E_00701,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_002847905.1,P1199DA56E_01110,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_002847905.1,P1199DA56E_01112,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_002847905.1,P1199DA56E_01128,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_002847905.1,P1199DA56E_01130,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_002847905.1,P1199DA56E_01131,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_002847905.1,P1199DA56E_01828,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_003545935.1,P180F2F41B_00064,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_003545935.1,P180F2F41B_00303,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_003545935.1,P180F2F41B_00490,uvra,2856,0,False,0,False,True,True
L. delbrueckii,GCF_003545935.1,P180F2F41B_00491,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_003545935.1,P180F2F41B_00632,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_003545935.1,P180F2F41B_01006,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_003545935.1,P180F2F41B_01378,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_003545935.1,P180F2F41B_01380,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_003545935.1,P180F2F41B_01398,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_003545935.1,P180F2F41B_01400,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_003545935.1,P180F2F41B_01401,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_003545935.1,P180F2F41B_01711,ssb,576,0,False,0,False,True,True
L. delbrueckii,GCF_004211505.1,P1E320B92A_00220,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_004211505.1,P1E320B92A_00365,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_004211505.1,P1E320B92A_00366,uvra,2859,0,False,0,False,True,True
L. delbrueckii,GCF_004211505.1,P1E320B92A_00799,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_004211505.1,P1E320B92A_00924,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_004211505.1,P1E320B92A_01061,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_004211505.1,P1E320B92A_01242,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_004211505.1,P1E320B92A_01243,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_004211505.1,P1E320B92A_01245,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_004211505.1,P1E320B92A_01261,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_004211505.1,P1E320B92A_01263,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_004211505.1,P1E320B92A_01834,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_004211735.1,P10A1A4009_00317,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_004211735.1,P10A1A4009_00391,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_004211735.1,P10A1A4009_00480,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_004211735.1,P10A1A4009_00538,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_004211735.1,P10A1A4009_00539,uvra,2859,0,False,0,False,True,True
L. delbrueckii,GCF_004211735.1,P10A1A4009_01070,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_004211735.1,P10A1A4009_01204,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_004211735.1,P10A1A4009_01357,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_004211735.1,P10A1A4009_01358,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_004211735.1,P10A1A4009_01362,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_004211735.1,P10A1A4009_01378,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_004211735.1,P10A1A4009_01380,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_009362855.1,P1B9EE4705_00202,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_009362855.1,P1B9EE4705_00419,ssb,576,0,False,0,False,True,True
L. delbrueckii,GCF_009362855.1,P1B9EE4705_00513,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_009362855.1,P1B9EE4705_00935,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_009362855.1,P1B9EE4705_00936,uvra,2856,0,False,0,False,True,True
L. delbrueckii,GCF_009362855.1,P1B9EE4705_01046,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_009362855.1,P1B9EE4705_01343,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_009362855.1,P1B9EE4705_01344,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_009362855.1,P1B9EE4705_01346,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_009362855.1,P1B9EE4705_01363,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_009362855.1,P1B9EE4705_01365,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_009362855.1,P1B9EE4705_01752,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_009734125.1,P15C89E528_00454,uvra,2856,0,False,0,False,True,True
L. delbrueckii,GCF_009734125.1,P15C89E528_00455,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_009734125.1,P15C89E528_00590,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_009734125.1,P15C89E528_00979,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_009734125.1,P15C89E528_01007,ssb,576,0,False,0,False,True,True
L. delbrueckii,GCF_009734125.1,P15C89E528_01531,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_009734125.1,P15C89E528_01533,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_009734125.1,P15C89E528_01550,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_009734125.1,P15C89E528_01552,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_009734125.1,P15C89E528_01553,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_009734125.1,P15C89E528_01719,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_009734125.1,P15C89E528_01869,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_014830125.1,P1B7C3677B_00223,ssb,528,0,False,0,False,True,True
L. delbrueckii,GCF_014830125.1,P1B7C3677B_00575,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_014830125.1,P1B7C3677B_00732,ssb,579,0,False,0,False,True,True
L. delbrueckii,GCF_014830125.1,P1B7C3677B_00837,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_014830125.1,P1B7C3677B_01301,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_014830125.1,P1B7C3677B_01639,recn,1689,0,False,0,False,True,True
L. delbrueckii,GCF_014830125.1,P1B7C3677B_01751,uvra,2859,0,False,0,False,True,True
L. delbrueckii,GCF_014830125.1,P1B7C3677B_01752,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_014830125.1,P1B7C3677B_01894,ruva,594,0,False,0,False,True,True
L. delbrueckii,GCF_014830125.1,P1B7C3677B_01895,ruvb,1011,0,False,0,False,True,True
L. delbrueckii,GCF_014830125.1,P1B7C3677B_01975,ruvb,1824,0,False,0,False,True,True
L. delbrueckii,GCF_014830125.1,P1B7C3677B_01977,recr,600,0,False,0,False,True,True
L. delbrueckii,GCF_014830125.1,P1B7C3677B_01993,muts,2571,0,False,0,False,True,True
L. delbrueckii,GCF_015377785.1,P1F321648C_00008,ssb,576,0,False,0,False,True,True
L. delbrueckii,GCF_015377785.1,P1F321648C_00031,uvrb,2766,0,False,0,False,True,True
L. delbrueckii,GCF_015377785.1,P1F321648C_00416,liga,2016,0,False,0,False,True,True
L. delbrueckii,GCF_015377785.1,P1F321648C_00556,uvrb,2043,0,False,0,False,True,True
L. delbrueckii,GCF_015377785.1,P1F321648C_00557,uvra,2856,0,False,0,False,True,True
L. delbrueckii,GCF_015377785.1,P1F321648C_01147,reco,750,0,False,0,False,True,True
L. delbrueckii,GCF_015377785.1,P1F321648C_01300,recn,1689,0,False,0,False,True,True
