species,tip_name,accession,is_focal,target,present,panel
L. rhamnosus,GCF_001656545.1,GCF_001656545.1,False,SOD,0.0,strict13
L. rhamnosus,GCF_001656545.1,GCF_001656545.1,False,Nox,1.0,strict13
L. rhamnosus,GCF_001656545.1,GCF_001656545.1,False,Glutathione_system,0.0,strict13
L. rhamnosus,GCF_001656545.1,GCF_001656545.1,False,Thioredoxin_system,1.0,strict13
L. rhamnosus,GCF_001656545.1,GCF_001656545.1,False,RecA,1.0,strict13
L. rhamnosus,GCF_001656545.1,GCF_001656545.1,False,UvrABC,1.0,strict13
L. rhamnosus,GCF_001656545.1,GCF_001656545.1,False,Mn_transport,1.0,strict13
L. rhamnosus,GCF_001656535.1,GCF_001656535.1,False,PerR,1.0,strict13
L. rhamnosus,GCF_001656535.1,GCF_001656535.1,False,OhrR,1.0,strict13
L. rhamnosus,GCF_001656535.1,GCF_001656535.1,False,Catalase,0.0,strict13
L. rhamnosus,GCF_001656535.1,GCF_001656535.1,False,Fur,0.0,strict13
L. rhamnosus,GCF_001656535.1,GCF_001656535.1,False,Rex,1.0,strict13
L. rhamnosus,GCF_001656535.1,GCF_001656535.1,False,Spx,1.0,strict13
L. rhamnosus,GCF_001656535.1,GCF_001656535.1,False,SOD,0.0,strict13
L. rhamnosus,GCF_001656535.1,GCF_001656535.1,False,Nox,1.0,strict13
L. rhamnosus,GCF_001656535.1,GCF_001656535.1,False,Glutathione_system,0.0,strict13
L. rhamnosus,GCF_001656535.1,GCF_001656535.1,False,Thioredoxin_system,1.0,strict13
L. rhamnosus,GCF_001656535.1,GCF_001656535.1,False,RecA,1.0,strict13
L. rhamnosus,GCF_001656535.1,GCF_001656535.1,False,UvrABC,1.0,strict13
L. rhamnosus,GCF_001656535.1,GCF_001656535.1,False,Mn_transport,1.0,strict13
L. rhamnosus,GCF_001044415.1,GCF_001044415.1,False,PerR,1.0,strict13
L. rhamnosus,GCF_001044415.1,GCF_001044415.1,False,OhrR,1.0,strict13
L. rhamnosus,GCF_001044415.1,GCF_001044415.1,False,Catalase,0.0,strict13
L. rhamnosus,GCF_001044415.1,GCF_001044415.1,False,Fur,0.0,strict13
L. rhamnosus,GCF_001044415.1,GCF_001044415.1,False,Rex,1.0,strict13
L. rhamnosus,GCF_001044415.1,GCF_001044415.1,False,Spx,1.0,strict13
L. rhamnosus,GCF_001044415.1,GCF_001044415.1,False,SOD,0.0,strict13
L. rhamnosus,GCF_001044415.1,GCF_001044415.1,False,Nox,1.0,strict13
L. rhamnosus,GCF_001044415.1,GCF_001044415.1,False,Glutathione_system,0.0,strict13
L. rhamnosus,GCF_001044415.1,GCF_001044415.1,False,Thioredoxin_system,1.0,strict13
L. rhamnosus,GCF_001044415.1,GCF_001044415.1,False,RecA,1.0,strict13
L. rhamnosus,GCF_001044415.1,GCF_001044415.1,False,UvrABC,,strict13
L. rhamnosus,GCF_001044415.1,GCF_001044415.1,False,Mn_transport,1.0,strict13
L. rhamnosus,GCF_000743075.1,GCF_000743075.1,False,PerR,1.0,strict13
L. rhamnosus,GCF_000743075.1,GCF_000743075.1,False,OhrR,1.0,strict13
L. rhamnosus,GCF_000743075.1,GCF_000743075.1,False,Catalase,0.0,strict13
L. rhamnosus,GCF_000743075.1,GCF_000743075.1,False,Fur,0.0,strict13
L. rhamnosus,GCF_000743075.1,GCF_000743075.1,False,Rex,1.0,strict13
L. rhamnosus,GCF_000743075.1,GCF_000743075.1,False,Spx,1.0,strict13
L. rhamnosus,GCF_000743075.1,GCF_000743075.1,False,SOD,0.0,strict13
L. rhamnosus,GCF_000743075.1,GCF_000743075.1,False,Nox,1.0,strict13
L. rhamnosus,GCF_000743075.1,GCF_000743075.1,False,Glutathione_system,0.0,strict13
L. rhamnosus,GCF_000743075.1,GCF_000743075.1,False,Thioredoxin_system,1.0,strict13
L. rhamnosus,GCF_000743075.1,GCF_000743075.1,False,RecA,1.0,strict13
L. rhamnosus,GCF_000743075.1,GCF_000743075.1,False,UvrABC,1.0,strict13
L. rhamnosus,GCF_000743075.1,GCF_000743075.1,False,Mn_transport,1.0,strict13
L. rhamnosus,GCF_001062885.1,GCF_001062885.1,False,PerR,1.0,strict13
L. rhamnosus,GCF_001062885.1,GCF_001062885.1,False,OhrR,1.0,strict13
L. rhamnosus,GCF_001062885.1,GCF_001062885.1,False,Catalase,0.0,strict13
L. rhamnosus,GCF_001062885.1,GCF_001062885.1,False,Fur,0.0,strict13
L. rhamnosus,GCF_001062885.1,GCF_001062885.1,False,Rex,1.0,strict13
L. rhamnosus,GCF_001062885.1,GCF_001062885.1,False,Spx,1.0,strict13
L. rhamnosus,GCF_001062885.1,GCF_001062885.1,False,SOD,0.0,strict13
L. rhamnosus,GCF_001062885.1,GCF_001062885.1,False,Nox,1.0,strict13
L. rhamnosus,GCF_001062885.1,GCF_001062885.1,False,Glutathione_system,0.0,strict13
L. rhamnosus,GCF_001062885.1,GCF_001062885.1,False,Thioredoxin_system,1.0,strict13
L. rhamnosus,GCF_001062885.1,GCF_001062885.1,False,RecA,1.0,strict13
L. rhamnosus,GCF_001062885.1,GCF_001062885.1,False,UvrABC,1.0,strict13
L. rhamnosus,GCF_001062885.1,GCF_001062885.1,False,Mn_transport,1.0,strict13
L. rhamnosus,GCF_001064785.1,GCF_001064785.1,False,PerR,1.0,strict13
L. rhamnosus,GCF_001064785.1,GCF_001064785.1,False,OhrR,1.0,strict13
L. rhamnosus,GCF_001064785.1,GCF_001064785.1,False,Catalase,0.0,strict13
L. rhamnosus,GCF_001064785.1,GCF_001064785.1,False,Fur,0.0,strict13
L. rhamnosus,GCF_001064785.1,GCF_001064785.1,False,Rex,1.0,strict13
L. rhamnosus,GCF_001064785.1,GCF_001064785.1,False,Spx,1.0,strict13
L. rhamnosus,GCF_001064785.1,GCF_001064785.1,False,SOD,0.0,strict13
L. rhamnosus,GCF_001064785.1,GCF_001064785.1,False,Nox,1.0,strict13
L. rhamnosus,GCF_001064785.1,GCF_001064785.1,False,Glutathione_system,0.0,strict13
L. rhamnosus,GCF_001064785.1,GCF_001064785.1,False,Thioredoxin_system,1.0,strict13
L. rhamnosus,GCF_001064785.1,GCF_001064785.1,False,RecA,1.0,strict13
L. rhamnosus,GCF_001064785.1,GCF_001064785.1,False,UvrABC,,strict13
L. rhamnosus,GCF_001064785.1,GCF_001064785.1,False,Mn_transport,1.0,strict13
L. rhamnosus,GCF_001062955.1,GCF_001062955.1,False,PerR,1.0,strict13
L. rhamnosus,GCF_001062955.1,GCF_001062955.1,False,OhrR,1.0,strict13
L. rhamnosus,GCF_001062955.1,GCF_001062955.1,False,Catalase,0.0,strict13
L. rhamnosus,GCF_001062955.1,GCF_001062955.1,False,Fur,0.0,strict13
L. rhamnosus,GCF_001062955.1,GCF_001062955.1,False,Rex,1.0,strict13
L. rhamnosus,GCF_001062955.1,GCF_001062955.1,False,Spx,1.0,strict13
L. rhamnosus,GCF_001062955.1,GCF_001062955.1,False,SOD,0.0,strict13
L. rhamnosus,GCF_001062955.1,GCF_001062955.1,False,Nox,1.0,strict13
L. rhamnosus,GCF_001062955.1,GCF_001062955.1,False,Glutathione_system,0.0,strict13
L. rhamnosus,GCF_001062955.1,GCF_001062955.1,False,Thioredoxin_system,1.0,strict13
L. rhamnosus,GCF_001062955.1,GCF_001062955.1,False,RecA,1.0,strict13
L. rhamnosus,GCF_001062955.1,GCF_001062955.1,False,UvrABC,1.0,strict13
L. rhamnosus,GCF_001062955.1,GCF_001062955.1,False,Mn_transport,1.0,strict13
L. delbrueckii,GCF_021600585.1,GCF_021600585.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_021600585.1,GCF_021600585.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_021600585.1,GCF_021600585.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_021600585.1,GCF_021600585.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_021600585.1,GCF_021600585.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_021600585.1,GCF_021600585.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_021600585.1,GCF_021600585.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_021600585.1,GCF_021600585.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_021600585.1,GCF_021600585.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_021600585.1,GCF_021600585.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_021600585.1,GCF_021600585.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_021600585.1,GCF_021600585.1,False,UvrABC,,strict13
L. delbrueckii,GCF_021600585.1,GCF_021600585.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_021600605.1,GCF_021600605.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_021600605.1,GCF_021600605.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_021600605.1,GCF_021600605.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_021600605.1,GCF_021600605.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_021600605.1,GCF_021600605.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_021600605.1,GCF_021600605.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_021600605.1,GCF_021600605.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_021600605.1,GCF_021600605.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_021600605.1,GCF_021600605.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_021600605.1,GCF_021600605.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_021600605.1,GCF_021600605.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_021600605.1,GCF_021600605.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_021600605.1,GCF_021600605.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_021600625.1,GCF_021600625.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_021600625.1,GCF_021600625.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_021600625.1,GCF_021600625.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_021600625.1,GCF_021600625.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_021600625.1,GCF_021600625.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_021600625.1,GCF_021600625.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_021600625.1,GCF_021600625.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_021600625.1,GCF_021600625.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_021600625.1,GCF_021600625.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_021600625.1,GCF_021600625.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_021600625.1,GCF_021600625.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_021600625.1,GCF_021600625.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_021600625.1,GCF_021600625.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_021600185.1,GCF_021600185.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_021600185.1,GCF_021600185.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_021600185.1,GCF_021600185.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_021600185.1,GCF_021600185.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_021600185.1,GCF_021600185.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_021600185.1,GCF_021600185.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_021600185.1,GCF_021600185.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_021600185.1,GCF_021600185.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_021600185.1,GCF_021600185.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_021600185.1,GCF_021600185.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_021600185.1,GCF_021600185.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_021600185.1,GCF_021600185.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_021600185.1,GCF_021600185.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_021600205.1,GCF_021600205.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_021600205.1,GCF_021600205.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_021600205.1,GCF_021600205.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_021600205.1,GCF_021600205.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_021600205.1,GCF_021600205.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_021600205.1,GCF_021600205.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_021600205.1,GCF_021600205.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_021600205.1,GCF_021600205.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_021600205.1,GCF_021600205.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_021600205.1,GCF_021600205.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_021600205.1,GCF_021600205.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_021600205.1,GCF_021600205.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_021600205.1,GCF_021600205.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_002847905.1,GCF_002847905.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_002847905.1,GCF_002847905.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_002847905.1,GCF_002847905.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_002847905.1,GCF_002847905.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_002847905.1,GCF_002847905.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_002847905.1,GCF_002847905.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_002847905.1,GCF_002847905.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_002847905.1,GCF_002847905.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_002847905.1,GCF_002847905.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_002847905.1,GCF_002847905.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_002847905.1,GCF_002847905.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_002847905.1,GCF_002847905.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_002847905.1,GCF_002847905.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_021600385.1,GCF_021600385.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_021600385.1,GCF_021600385.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_021600385.1,GCF_021600385.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_021600385.1,GCF_021600385.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_021600385.1,GCF_021600385.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_021600385.1,GCF_021600385.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_021600385.1,GCF_021600385.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_021600385.1,GCF_021600385.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_021600385.1,GCF_021600385.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_021600385.1,GCF_021600385.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_021600385.1,GCF_021600385.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_021600385.1,GCF_021600385.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_021600385.1,GCF_021600385.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_021600405.1,GCF_021600405.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_021600405.1,GCF_021600405.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_021600405.1,GCF_021600405.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_021600405.1,GCF_021600405.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_021600405.1,GCF_021600405.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_021600405.1,GCF_021600405.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_021600405.1,GCF_021600405.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_021600405.1,GCF_021600405.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_021600405.1,GCF_021600405.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_021600405.1,GCF_021600405.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_021600405.1,GCF_021600405.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_021600405.1,GCF_021600405.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_021600405.1,GCF_021600405.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_021600465.1,GCF_021600465.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_021600465.1,GCF_021600465.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_021600465.1,GCF_021600465.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_021600465.1,GCF_021600465.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_021600465.1,GCF_021600465.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_021600465.1,GCF_021600465.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_021600465.1,GCF_021600465.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_021600465.1,GCF_021600465.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_021600465.1,GCF_021600465.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_021600465.1,GCF_021600465.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_021600465.1,GCF_021600465.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_021600465.1,GCF_021600465.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_021600465.1,GCF_021600465.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_021600485.1,GCF_021600485.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_021600485.1,GCF_021600485.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_021600485.1,GCF_021600485.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_021600485.1,GCF_021600485.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_021600485.1,GCF_021600485.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_021600485.1,GCF_021600485.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_021600485.1,GCF_021600485.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_021600485.1,GCF_021600485.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_021600485.1,GCF_021600485.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_021600485.1,GCF_021600485.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_021600485.1,GCF_021600485.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_021600485.1,GCF_021600485.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_021600485.1,GCF_021600485.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_021600425.1,GCF_021600425.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_021600425.1,GCF_021600425.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_021600425.1,GCF_021600425.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_021600425.1,GCF_021600425.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_021600425.1,GCF_021600425.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_021600425.1,GCF_021600425.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_021600425.1,GCF_021600425.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_021600425.1,GCF_021600425.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_021600425.1,GCF_021600425.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_021600425.1,GCF_021600425.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_021600425.1,GCF_021600425.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_021600425.1,GCF_021600425.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_021600425.1,GCF_021600425.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_021600545.1,GCF_021600545.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_021600545.1,GCF_021600545.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_021600545.1,GCF_021600545.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_021600545.1,GCF_021600545.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_021600545.1,GCF_021600545.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_021600545.1,GCF_021600545.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_021600545.1,GCF_021600545.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_021600545.1,GCF_021600545.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_021600545.1,GCF_021600545.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_021600545.1,GCF_021600545.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_021600545.1,GCF_021600545.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_021600545.1,GCF_021600545.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_021600545.1,GCF_021600545.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_021600345.1,GCF_021600345.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_021600345.1,GCF_021600345.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_021600345.1,GCF_021600345.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_021600345.1,GCF_021600345.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_021600345.1,GCF_021600345.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_021600345.1,GCF_021600345.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_021600345.1,GCF_021600345.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_021600345.1,GCF_021600345.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_021600345.1,GCF_021600345.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_021600345.1,GCF_021600345.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_021600345.1,GCF_021600345.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_021600345.1,GCF_021600345.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_021600345.1,GCF_021600345.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_021600645.1,GCF_021600645.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_021600645.1,GCF_021600645.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_021600645.1,GCF_021600645.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_021600645.1,GCF_021600645.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_021600645.1,GCF_021600645.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_021600645.1,GCF_021600645.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_021600645.1,GCF_021600645.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_021600645.1,GCF_021600645.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_021600645.1,GCF_021600645.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_021600645.1,GCF_021600645.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_021600645.1,GCF_021600645.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_021600645.1,GCF_021600645.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_021600645.1,GCF_021600645.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_021600245.1,GCF_021600245.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_021600245.1,GCF_021600245.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_021600245.1,GCF_021600245.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_021600245.1,GCF_021600245.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_021600245.1,GCF_021600245.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_021600245.1,GCF_021600245.1,False,Spx,0.0,strict13
L. delbrueckii,GCF_021600245.1,GCF_021600245.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_021600245.1,GCF_021600245.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_021600245.1,GCF_021600245.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_021600245.1,GCF_021600245.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_021600245.1,GCF_021600245.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_021600245.1,GCF_021600245.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_021600245.1,GCF_021600245.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_021600565.1,GCF_021600565.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_021600565.1,GCF_021600565.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_021600565.1,GCF_021600565.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_021600565.1,GCF_021600565.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_021600565.1,GCF_021600565.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_021600565.1,GCF_021600565.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_021600565.1,GCF_021600565.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_021600565.1,GCF_021600565.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_021600565.1,GCF_021600565.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_021600565.1,GCF_021600565.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_021600565.1,GCF_021600565.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_021600565.1,GCF_021600565.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_021600565.1,GCF_021600565.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_004211505.1,GCF_004211505.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_004211505.1,GCF_004211505.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_004211505.1,GCF_004211505.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_004211505.1,GCF_004211505.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_004211505.1,GCF_004211505.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_004211505.1,GCF_004211505.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_004211505.1,GCF_004211505.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_004211505.1,GCF_004211505.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_004211505.1,GCF_004211505.1,False,Glutathione_system,0.0,strict13
L. delbrueckii,GCF_004211505.1,GCF_004211505.1,False,Thioredoxin_system,1.0,strict13
L. delbrueckii,GCF_004211505.1,GCF_004211505.1,False,RecA,1.0,strict13
L. delbrueckii,GCF_004211505.1,GCF_004211505.1,False,UvrABC,1.0,strict13
L. delbrueckii,GCF_004211505.1,GCF_004211505.1,False,Mn_transport,0.0,strict13
L. delbrueckii,GCF_004211735.1,GCF_004211735.1,False,PerR,0.0,strict13
L. delbrueckii,GCF_004211735.1,GCF_004211735.1,False,OhrR,0.0,strict13
L. delbrueckii,GCF_004211735.1,GCF_004211735.1,False,Catalase,0.0,strict13
L. delbrueckii,GCF_004211735.1,GCF_004211735.1,False,Fur,0.0,strict13
L. delbrueckii,GCF_004211735.1,GCF_004211735.1,False,Rex,1.0,strict13
L. delbrueckii,GCF_004211735.1,GCF_004211735.1,False,Spx,1.0,strict13
L. delbrueckii,GCF_004211735.1,GCF_004211735.1,False,SOD,0.0,strict13
L. delbrueckii,GCF_004211735.1,GCF_004211735.1,False,Nox,0.0,strict13
L. delbrueckii,GCF_004211735.1,GCF_004211735.1,False,Glutathione_system,0.0,strict13
