species,accession,is_focal,component,annotation_call,sequence_call,call,evidence,sequence_method
L. rhamnosus,GCF_001368735.1,False,catalase,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001368735.1,False,fur,0,,0.0,resolved_as_PerR,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_001368735.1,False,rex,1,1.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_001368735.1,False,spx,1,1.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_001368735.1,False,sod,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001368735.1,False,noxE,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001368735.1,False,gshA,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001368735.1,False,gshB,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001368735.1,False,gshF,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001368735.1,False,trxA,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001368735.1,False,trxB,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001368735.1,False,recA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001368735.1,False,uvrA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001368735.1,False,uvrB,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001368735.1,False,uvrC,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001368735.1,False,mntH,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001368735.1,False,mntA,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001368735.1,False,mntB,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001368735.1,False,mntC,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001368735.1,False,mutS,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001368735.1,False,mutL,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001368735.1,False,mutM,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001368735.1,False,nth,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001590655.1,False,perR,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001590655.1,False,ohrR,1,0.0,,unresolved_OhrR_without_context,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_001590655.1,False,catalase,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001590655.1,False,fur,0,,0.0,resolved_as_PerR,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_001590655.1,False,rex,1,1.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_001590655.1,False,spx,1,1.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_001590655.1,False,sod,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001590655.1,False,noxE,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001590655.1,False,gshA,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001590655.1,False,gshB,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001590655.1,False,gshF,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001590655.1,False,trxA,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001590655.1,False,trxB,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001590655.1,False,recA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001590655.1,False,uvrA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001590655.1,False,uvrB,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001590655.1,False,uvrC,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001590655.1,False,mntH,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001590655.1,False,mntA,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001590655.1,False,mntB,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001590655.1,False,mntC,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001590655.1,False,mutS,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001590655.1,False,mutL,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001590655.1,False,mutM,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001590655.1,False,nth,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001645615.1,False,perR,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001645615.1,False,ohrR,1,0.0,1.0,resolved_OhrR_sequence_and_context,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_001645615.1,False,catalase,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001645615.1,False,fur,0,,0.0,resolved_as_PerR,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_001645615.1,False,rex,1,1.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_001645615.1,False,spx,1,1.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_001645615.1,False,sod,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001645615.1,False,noxE,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001645615.1,False,gshA,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001645615.1,False,gshB,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001645615.1,False,gshF,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001645615.1,False,trxA,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001645615.1,False,trxB,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001645615.1,False,recA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001645615.1,False,uvrA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001645615.1,False,uvrB,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001645615.1,False,uvrC,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001645615.1,False,mntH,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001645615.1,False,mntA,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001645615.1,False,mntB,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001645615.1,False,mntC,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001645615.1,False,mutS,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001645615.1,False,mutL,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001645615.1,False,mutM,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001645615.1,False,nth,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656535.1,False,perR,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001656535.1,False,ohrR,1,0.0,1.0,resolved_OhrR_sequence_and_context,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_001656535.1,False,catalase,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001656535.1,False,fur,0,,0.0,resolved_as_PerR,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_001656535.1,False,rex,1,1.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_001656535.1,False,spx,1,1.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_001656535.1,False,sod,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001656535.1,False,noxE,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001656535.1,False,gshA,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656535.1,False,gshB,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656535.1,False,gshF,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656535.1,False,trxA,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656535.1,False,trxB,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656535.1,False,recA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001656535.1,False,uvrA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001656535.1,False,uvrB,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001656535.1,False,uvrC,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001656535.1,False,mntH,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656535.1,False,mntA,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656535.1,False,mntB,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656535.1,False,mntC,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656535.1,False,mutS,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656535.1,False,mutL,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656535.1,False,mutM,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656535.1,False,nth,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656545.1,False,perR,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001656545.1,False,ohrR,1,0.0,1.0,resolved_OhrR_sequence_and_context,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_001656545.1,False,catalase,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001656545.1,False,fur,0,,0.0,resolved_as_PerR,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_001656545.1,False,rex,1,1.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_001656545.1,False,spx,1,1.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_001656545.1,False,sod,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001656545.1,False,noxE,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001656545.1,False,gshA,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656545.1,False,gshB,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656545.1,False,gshF,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656545.1,False,trxA,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656545.1,False,trxB,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656545.1,False,recA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001656545.1,False,uvrA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001656545.1,False,uvrB,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001656545.1,False,uvrC,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_001656545.1,False,mntH,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656545.1,False,mntA,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656545.1,False,mntB,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656545.1,False,mntC,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656545.1,False,mutS,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656545.1,False,mutL,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656545.1,False,mutM,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_001656545.1,False,nth,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_900636965.1,False,perR,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_900636965.1,False,ohrR,1,0.0,,unresolved_OhrR_without_context,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_900636965.1,False,catalase,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_900636965.1,False,fur,0,,0.0,resolved_as_PerR,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_900636965.1,False,rex,1,1.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_900636965.1,False,spx,1,1.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,GCF_900636965.1,False,sod,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_900636965.1,False,noxE,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_900636965.1,False,gshA,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_900636965.1,False,gshB,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_900636965.1,False,gshF,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_900636965.1,False,trxA,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_900636965.1,False,trxB,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_900636965.1,False,recA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_900636965.1,False,uvrA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_900636965.1,False,uvrB,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_900636965.1,False,uvrC,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,GCF_900636965.1,False,mntH,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_900636965.1,False,mntA,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_900636965.1,False,mntB,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_900636965.1,False,mntC,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_900636965.1,False,mutS,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_900636965.1,False,mutL,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_900636965.1,False,mutM,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,GCF_900636965.1,False,nth,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,Vahe,True,perR,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,Vahe,True,ohrR,1,0.0,1.0,resolved_OhrR_sequence_and_context,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,Vahe,True,catalase,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,Vahe,True,fur,0,,0.0,resolved_as_PerR,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,Vahe,True,rex,1,1.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,Vahe,True,spx,1,1.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. rhamnosus,Vahe,True,sod,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,Vahe,True,noxE,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,Vahe,True,gshA,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,Vahe,True,gshB,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,Vahe,True,gshF,0,,0.0,annotation_only,no_sequence_query
L. rhamnosus,Vahe,True,trxA,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,Vahe,True,trxB,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,Vahe,True,recA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,Vahe,True,uvrA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,Vahe,True,uvrB,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,Vahe,True,uvrC,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. rhamnosus,Vahe,True,mntH,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,Vahe,True,mntA,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,Vahe,True,mntB,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,Vahe,True,mntC,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,Vahe,True,mutS,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,Vahe,True,mutL,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,Vahe,True,mutM,1,,1.0,annotation_only,no_sequence_query
L. rhamnosus,Vahe,True,nth,1,,1.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_000056065.1,False,perR,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_000056065.1,False,ohrR,0,0.0,0.0,not_detected,reviewed_refs_competitive_blastp_context_v2
L. delbrueckii,GCF_000056065.1,False,catalase,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_000056065.1,False,fur,0,,0.0,not_detected,reviewed_refs_competitive_blastp_context_v2
L. delbrueckii,GCF_000056065.1,False,rex,1,1.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. delbrueckii,GCF_000056065.1,False,spx,1,0.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. delbrueckii,GCF_000056065.1,False,sod,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_000056065.1,False,noxE,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_000056065.1,False,gshA,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_000056065.1,False,gshB,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_000056065.1,False,gshF,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_000056065.1,False,trxA,1,,1.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_000056065.1,False,trxB,1,,1.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_000056065.1,False,recA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_000056065.1,False,uvrA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_000056065.1,False,uvrB,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_000056065.1,False,uvrC,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_000056065.1,False,mntH,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_000056065.1,False,mntA,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_000056065.1,False,mntB,1,,1.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_000056065.1,False,mntC,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_000056065.1,False,mutS,1,,1.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_000056065.1,False,mutL,1,,1.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_000056065.1,False,mutM,1,,1.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_000056065.1,False,nth,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_002847905.1,False,perR,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_002847905.1,False,ohrR,0,0.0,0.0,not_detected,reviewed_refs_competitive_blastp_context_v2
L. delbrueckii,GCF_002847905.1,False,catalase,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_002847905.1,False,fur,0,,0.0,not_detected,reviewed_refs_competitive_blastp_context_v2
L. delbrueckii,GCF_002847905.1,False,rex,1,1.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. delbrueckii,GCF_002847905.1,False,spx,1,0.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. delbrueckii,GCF_002847905.1,False,sod,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_002847905.1,False,noxE,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_002847905.1,False,gshA,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_002847905.1,False,gshB,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_002847905.1,False,gshF,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_002847905.1,False,trxA,1,,1.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_002847905.1,False,trxB,1,,1.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_002847905.1,False,recA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_002847905.1,False,uvrA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_002847905.1,False,uvrB,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_002847905.1,False,uvrC,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_002847905.1,False,mntH,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_002847905.1,False,mntA,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_002847905.1,False,mntB,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_002847905.1,False,mntC,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_002847905.1,False,mutS,1,,1.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_002847905.1,False,mutL,1,,1.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_002847905.1,False,mutM,1,,1.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_002847905.1,False,nth,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_003545935.1,False,perR,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_003545935.1,False,ohrR,0,0.0,0.0,not_detected,reviewed_refs_competitive_blastp_context_v2
L. delbrueckii,GCF_003545935.1,False,catalase,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_003545935.1,False,fur,0,,0.0,not_detected,reviewed_refs_competitive_blastp_context_v2
L. delbrueckii,GCF_003545935.1,False,rex,1,1.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. delbrueckii,GCF_003545935.1,False,spx,1,0.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. delbrueckii,GCF_003545935.1,False,sod,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_003545935.1,False,noxE,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_003545935.1,False,gshA,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_003545935.1,False,gshB,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_003545935.1,False,gshF,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_003545935.1,False,trxA,1,,1.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_003545935.1,False,trxB,1,,1.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_003545935.1,False,recA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_003545935.1,False,uvrA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_003545935.1,False,uvrB,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_003545935.1,False,uvrC,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_003545935.1,False,mntH,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_003545935.1,False,mntA,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_003545935.1,False,mntB,1,,1.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_003545935.1,False,mntC,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_003545935.1,False,mutS,1,,1.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_003545935.1,False,mutL,1,,1.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_003545935.1,False,mutM,1,,1.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_003545935.1,False,nth,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_004211505.1,False,perR,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_004211505.1,False,ohrR,0,0.0,0.0,not_detected,reviewed_refs_competitive_blastp_context_v2
L. delbrueckii,GCF_004211505.1,False,catalase,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_004211505.1,False,fur,0,,0.0,not_detected,reviewed_refs_competitive_blastp_context_v2
L. delbrueckii,GCF_004211505.1,False,rex,1,1.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. delbrueckii,GCF_004211505.1,False,spx,1,0.0,1.0,resolved_positive_competitive_blastp,reviewed_refs_competitive_blastp_context_v2
L. delbrueckii,GCF_004211505.1,False,sod,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_004211505.1,False,noxE,0,0.0,0.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_004211505.1,False,gshA,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_004211505.1,False,gshB,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_004211505.1,False,gshF,0,,0.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_004211505.1,False,trxA,1,,1.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_004211505.1,False,trxB,1,,1.0,annotation_only,no_sequence_query
L. delbrueckii,GCF_004211505.1,False,recA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_004211505.1,False,uvrA,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_004211505.1,False,uvrB,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_004211505.1,False,uvrC,1,1.0,1.0,annotation_and_sequence_agree,curated_sequence_query
L. delbrueckii,GCF_004211505.1,False,mntH,0,,0.0,annotation_only,no_sequence_query
