species,accession,is_focal,target,query_sha256,pident,coverage,evalue,bitscore,present,method_version
L. rhamnosus,GCF_001068195.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,99.8,100.0,0.0,896.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001068195.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,72.1,99.3,0.0,1065.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001068195.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,100.0,100.0,0.0,1367.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001068195.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,100.0,100.0,0.0,1210.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001068195.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.4,94.0,1.3e-32,117.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001068195.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,24.1,94.9,1.5e-06,42.4,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001068195.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001068215.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,99.3,100.0,6.15e-87,273.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001068215.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,28.9,97.3,2.7e-17,74.3,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001068215.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001068215.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001068215.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,98.2,100.0,3.99e-133,409.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001068215.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,75.5,87.3,6.67e-138,430.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001068215.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,50.0,90.6,7.98e-93,298.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001068215.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,99.8,100.0,0.0,895.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001068215.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,72.1,99.3,0.0,1065.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001068215.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,100.0,100.0,0.0,1368.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001068215.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,100.0,100.0,0.0,1210.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001068215.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.4,94.0,1.17e-32,117.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001068215.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,22.5,94.1,5.22e-08,46.6,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001068215.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001368735.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,99.3,100.0,6.68e-87,273.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001368735.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,28.9,97.3,3.04e-17,74.3,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001368735.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001368735.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001368735.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,98.6,100.0,1.7e-133,410.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001368735.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,75.5,87.3,6.33e-138,430.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001368735.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,50.0,90.6,1.11e-92,298.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001368735.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,99.8,100.0,0.0,896.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001368735.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,72.1,99.3,0.0,1065.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001368735.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,100.0,100.0,0.0,1367.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001368735.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,100.0,100.0,0.0,1210.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001368735.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.4,94.0,1.3e-32,117.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001368735.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,22.5,94.1,9.73e-08,45.8,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001368735.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001590655.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,99.3,100.0,6.42e-87,273.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001590655.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,34.2,54.1,2.03e-10,54.7,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001590655.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001590655.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001590655.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,98.6,100.0,1.64e-133,410.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001590655.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,75.5,87.3,6.09e-138,430.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001590655.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,50.0,90.6,1.07e-92,298.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001590655.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,99.8,100.0,0.0,896.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001590655.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,72.1,99.3,0.0,1065.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001590655.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,100.0,100.0,0.0,1367.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001590655.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,100.0,100.0,0.0,1210.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001590655.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.4,94.0,1.25e-32,117.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001590655.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,22.5,94.1,9.37e-08,45.8,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001590655.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001645615.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,99.3,100.0,6.66e-87,273.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001645615.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,28.9,97.3,3.08e-17,74.3,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001645615.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001645615.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001645615.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,98.6,100.0,1.71e-133,410.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001645615.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,75.5,87.3,1.13e-137,430.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001645615.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,50.0,90.6,1.11e-92,298.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001645615.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,99.8,100.0,0.0,896.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001645615.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,72.1,99.3,0.0,1065.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001645615.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,99.7,100.0,0.0,1364.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001645615.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,99.8,100.0,0.0,1208.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001645615.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.4,94.0,1.32e-32,117.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001645615.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,22.5,94.1,9.84e-08,45.8,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001645615.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656535.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,99.3,100.0,6.25e-87,273.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656535.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,28.9,97.3,2.88e-17,74.3,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656535.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656535.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656535.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,97.7,100.0,1.4e-132,408.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656535.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,75.5,87.3,1.05e-137,430.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656535.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,50.4,90.6,1.16e-92,297.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656535.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,100.0,100.0,0.0,897.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656535.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,71.9,99.3,0.0,1060.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656535.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,100.0,100.0,0.0,1367.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656535.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,98.3,100.0,0.0,1184.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656535.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.4,94.0,1.04e-32,117.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656535.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,22.5,94.1,9.03e-08,45.8,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656535.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656545.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,99.3,100.0,6.4e-87,273.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656545.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,28.9,97.3,2.95e-17,74.3,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656545.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656545.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656545.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,97.7,100.0,1.43e-132,408.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656545.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,75.5,87.3,1.08e-137,430.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656545.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,50.4,90.6,1.19e-92,297.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656545.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,100.0,100.0,0.0,897.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656545.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,71.9,99.3,0.0,1060.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656545.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,100.0,100.0,0.0,1367.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656545.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,100.0,100.0,0.0,1210.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656545.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.4,94.0,1.06e-32,117.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656545.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,22.5,94.1,9.25e-08,45.8,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001656545.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_900636965.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,99.3,100.0,6.61e-87,273.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_900636965.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,34.2,54.1,2.09e-10,54.7,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_900636965.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_900636965.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_900636965.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,98.6,100.0,1.68e-133,410.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_900636965.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,75.5,87.3,6.27e-138,430.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_900636965.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,50.0,90.6,1.1e-92,298.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_900636965.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,99.8,100.0,0.0,896.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_900636965.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,72.1,99.3,0.0,1065.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_900636965.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,100.0,100.0,0.0,1367.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_900636965.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,100.0,100.0,0.0,1210.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_900636965.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.4,94.0,1.29e-32,117.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_900636965.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,22.5,94.1,9.64e-08,45.8,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_900636965.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,Vahe,1,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,99.3,100.0,6.18e-87,273.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,Vahe,1,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,28.9,97.3,2.86e-17,74.3,0,multiquery_tblastn_querybound_v2
L. rhamnosus,Vahe,1,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,Vahe,1,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,Vahe,1,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,100.0,100.0,4.71e-136,417.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,Vahe,1,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,75.2,87.3,1.68e-137,429.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,Vahe,1,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,50.0,90.6,9.68e-93,298.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,Vahe,1,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,99.6,100.0,0.0,894.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,Vahe,1,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,71.6,99.3,0.0,1055.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,Vahe,1,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,100.0,100.0,0.0,1368.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,Vahe,1,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,100.0,100.0,0.0,1210.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,Vahe,1,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,40.8,89.6,5.77e-28,104.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,Vahe,1,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,21.6,94.1,1.58e-07,45.1,0,multiquery_tblastn_querybound_v2
L. rhamnosus,Vahe,1,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_000056065.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_000056065.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_000056065.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_000056065.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_000056065.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.6,86.4,3.39e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_000056065.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,99.7,82.9,4.63e-171,525.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_000056065.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.0,86.6,1.16e-59,202.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_000056065.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_000056065.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,37.8,89.7,2.08e-129,422.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_000056065.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.5,99.9,0.0,1007.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_000056065.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.2,99.7,0.0,788.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_000056065.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,43.2,93.3,4.46e-33,118.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_000056065.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,99.2,100.0,1.46e-77,244.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_000056065.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_002847905.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_002847905.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_002847905.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_002847905.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_002847905.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.9,98.2,2.3e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_002847905.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,100.0,88.9,0.0,568.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_002847905.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.3,89.3,1.34e-61,207.0,1,multiquery_tblastn_querybound_v2
