species,accession,is_focal,rex_call,rex_locus,rex_identity,rex_coverage,rex_evidence,fur_call,fur_best_class,fur_locus,fur_identity,fur_coverage,fur_margin,fur_evidence,spx_call,spx_best_class,spx_locus,spx_identity,spx_coverage,spx_margin,spx_evidence,ohrr_call,ohrr_locus,ohrr_identity,ohrr_coverage,ohrr_neighbourhood,ohrr_evidence
L. delbrueckii,GCF_021600485.1,False,1.0,P182372FFF_00647,59.701,93.48837209302326,resolved_positive_competitive_blastp,0.0,,,,,,not_detected,1.0,Spx,P182372FFF_01291,61.832,100.0,1.471520845566647,resolved_positive_competitive_blastp,0.0,,,,,not_detected
L. delbrueckii,GCF_021600505.1,False,1.0,P13D2BCE5D_01721,59.701,93.48837209302326,resolved_positive_competitive_blastp,0.0,,,,,,not_detected,1.0,Spx,P13D2BCE5D_00322,61.069,100.0,1.4427480916030535,resolved_positive_competitive_blastp,0.0,,,,,not_detected
L. delbrueckii,GCF_021600525.1,False,1.0,P107BAE233_01162,58.706,93.48837209302326,resolved_positive_competitive_blastp,0.0,,,,,,not_detected,1.0,Spx,P107BAE233_00121,61.832,100.0,1.471520845566647,resolved_positive_competitive_blastp,0.0,,,,,not_detected
L. delbrueckii,GCF_021600545.1,False,1.0,P100A717D8_00505,59.701,93.48837209302326,resolved_positive_competitive_blastp,0.0,,,,,,not_detected,1.0,Spx,P100A717D8_00613,61.832,100.0,1.471520845566647,resolved_positive_competitive_blastp,0.0,,,,,not_detected
L. delbrueckii,GCF_021600565.1,False,1.0,P185B5F5E8_00730,59.701,93.48837209302326,resolved_positive_competitive_blastp,0.0,,,,,,not_detected,1.0,Spx,P185B5F5E8_00096,61.832,100.0,1.471520845566647,resolved_positive_competitive_blastp,0.0,,,,,not_detected
L. delbrueckii,GCF_021600585.1,False,1.0,P11A386156_00185,59.701,93.48837209302326,resolved_positive_competitive_blastp,0.0,,,,,,not_detected,1.0,Spx,P11A386156_00577,61.832,100.0,1.471520845566647,resolved_positive_competitive_blastp,0.0,,,,,not_detected
L. delbrueckii,GCF_021600605.1,False,1.0,P1A3544654_00787,59.701,93.48837209302326,resolved_positive_competitive_blastp,0.0,,,,,,not_detected,1.0,Spx,P1A3544654_01250,61.832,100.0,1.471520845566647,resolved_positive_competitive_blastp,0.0,,,,,not_detected
L. delbrueckii,GCF_021600625.1,False,1.0,P116B99E1D_00411,59.701,93.48837209302326,resolved_positive_competitive_blastp,0.0,,,,,,not_detected,1.0,Spx,P116B99E1D_01162,61.832,100.0,1.471520845566647,resolved_positive_competitive_blastp,0.0,,,,,not_detected
L. delbrueckii,GCF_021600645.1,False,1.0,P11C2F2EAF_00681,59.701,93.48837209302326,resolved_positive_competitive_blastp,0.0,,,,,,not_detected,1.0,Spx,P11C2F2EAF_01989,61.832,100.0,1.4887487553932954,resolved_positive_competitive_blastp,0.0,,,,,not_detected
L. delbrueckii,IAHAHI,True,,P1AC7D15BF_00870,65.546,55.34883720930232,unresolved_exact_annotation_without_confident_orthology,0.0,,,,,,not_detected,1.0,Spx,P1AC7D15BF_00248,61.832,100.0,1.471520845566647,resolved_positive_competitive_blastp,0.0,,,,,not_detected
L. plantarum,GCF_000687495.1,False,1.0,P1416E0403_01126,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P1416E0403_01962,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P1416E0403_00086,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P1416E0403_00536,40.299,91.15646258503402,yhhS:putative MFS-type transporter YhhS | :hypothetical protein | :hypothetical protein | ohrR:Organic hydroperoxide resistance transcriptional regulator | steT:Serine/threonine exchanger SteT | :Carbohydrate deacetylase | bglF_1:PTS system beta-glucoside-specific EIIBCA component,resolved_OhrR_sequence_and_context
L. plantarum,GCF_000731855.1,False,1.0,P1266C8FDC_00567,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P1266C8FDC_02824,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P1266C8FDC_01959,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P1266C8FDC_00706,40.299,91.15646258503402,bglF_1:PTS system beta-glucoside-specific EIIBCA component | :Carbohydrate deacetylase | steT:Serine/threonine exchanger SteT | ohrR:Organic hydroperoxide resistance transcriptional regulator | :hypothetical protein | :hypothetical protein | yhhS:putative MFS-type transporter YhhS,resolved_OhrR_sequence_and_context
L. plantarum,GCF_000743895.1,False,1.0,P1D942CB8F_01183,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P1D942CB8F_02385,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P1D942CB8F_01425,66.412,100.0,1.5389312977099237,resolved_positive_competitive_blastp,1.0,P1D942CB8F_01576,40.299,91.15646258503402,yhhS:putative MFS-type transporter YhhS | :hypothetical protein | :hypothetical protein | ohrR:Organic hydroperoxide resistance transcriptional regulator | steT:Serine/threonine exchanger SteT | :Carbohydrate deacetylase | bglF_3:PTS system beta-glucoside-specific EIIBCA component,resolved_OhrR_sequence_and_context
L. plantarum,GCF_000764285.1,False,1.0,P1535EE49F_02815,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P1535EE49F_00610,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P1535EE49F_01485,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P1535EE49F_02669,40.299,91.15646258503402,yhhS:putative MFS-type transporter YhhS | :hypothetical protein | :hypothetical protein | ohrR:Organic hydroperoxide resistance transcriptional regulator | steT:Serine/threonine exchanger SteT | :Carbohydrate deacetylase | bglF_5:PTS system beta-glucoside-specific EIIBCA component,resolved_OhrR_sequence_and_context
L. plantarum,GCF_000931425.2,False,1.0,P19BA36D0B_00589,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P19BA36D0B_02783,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P19BA36D0B_01927,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P19BA36D0B_00736,40.299,91.15646258503402,bglF_1:PTS system beta-glucoside-specific EIIBCA component | :Carbohydrate deacetylase | steT:Serine/threonine exchanger SteT | ohrR:Organic hydroperoxide resistance transcriptional regulator | :hypothetical protein | :hypothetical protein | yhhS:putative MFS-type transporter YhhS,resolved_OhrR_sequence_and_context
L. plantarum,GCF_000956195.1,False,1.0,P1898CB58A_01635,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P1898CB58A_01948,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P1898CB58A_00406,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P1898CB58A_00228,40.299,91.15646258503402,yhhS:putative MFS-type transporter YhhS | :hypothetical protein | :hypothetical protein | ohrR:Organic hydroperoxide resistance transcriptional regulator | steT:Serine/threonine exchanger SteT | :Carbohydrate deacetylase | bglF_2:PTS system beta-glucoside-specific EIIBCA component,resolved_OhrR_sequence_and_context
L. plantarum,GCF_000966475.1,False,1.0,P13DBB3E6B_00551,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P13DBB3E6B_02695,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P13DBB3E6B_01873,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P13DBB3E6B_00692,40.299,91.15646258503402,bglF_1:PTS system beta-glucoside-specific EIIBCA component | chbG:Chitooligosaccharide deacetylase ChbG | steT:Serine/threonine exchanger SteT | ohrR:Organic hydroperoxide resistance transcriptional regulator | :hypothetical protein | :hypothetical protein | yhhS:putative MFS-type transporter YhhS,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001005695.1,False,1.0,P1BD76F95C_01278,59.709,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P1BD76F95C_02099,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P1BD76F95C_02473,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P1BD76F95C_02428,40.299,91.15646258503402,bglF_2:PTS system beta-glucoside-specific EIIBCA component | :Carbohydrate deacetylase | steT:Serine/threonine exchanger SteT | ohrR:Organic hydroperoxide resistance transcriptional regulator | :hypothetical protein | :hypothetical protein | yhhS:putative MFS-type transporter YhhS,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001005805.1,False,1.0,P12FE9531E_01406,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P12FE9531E_03120,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P12FE9531E_00148,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P12FE9531E_01261,40.299,91.15646258503402,yhhS:putative MFS-type transporter YhhS | :hypothetical protein | :hypothetical protein | ohrR:Organic hydroperoxide resistance transcriptional regulator | steT:Serine/threonine exchanger SteT | :Carbohydrate deacetylase | bglF_1:PTS system beta-glucoside-specific EIIBCA component,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001010175.1,False,1.0,P1C02DF4A8_00034,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P1C02DF4A8_02156,46.528,99.3103448275862,2.0523800599700155,resolved_as_PerR,1.0,Spx,P1C02DF4A8_02005,66.412,100.0,1.5389312977099237,resolved_positive_competitive_blastp,1.0,P1C02DF4A8_00179,40.299,91.15646258503402,bglF_1:PTS system beta-glucoside-specific EIIBCA component | :Carbohydrate deacetylase | steT:Serine/threonine exchanger SteT | ohrR:Organic hydroperoxide resistance transcriptional regulator | :hypothetical protein | :hypothetical protein | yhhS:putative MFS-type transporter YhhS,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001267905.1,False,1.0,P131E2F992_01401,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P131E2F992_01862,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P131E2F992_00044,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P131E2F992_01332,40.299,91.15646258503402,yhhS:putative MFS-type transporter YhhS | :hypothetical protein | :hypothetical protein | ohrR:Organic hydroperoxide resistance transcriptional regulator | steT_1:Serine/threonine exchanger SteT | :hypothetical protein | steT_2:Serine/threonine exchanger SteT,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001278015.1,False,1.0,P13B5E9AA1_00566,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P13B5E9AA1_02782,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P13B5E9AA1_01933,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P13B5E9AA1_00707,40.299,91.15646258503402,bglF_1:PTS system beta-glucoside-specific EIIBCA component | :Carbohydrate deacetylase | steT:Serine/threonine exchanger SteT | ohrR:Organic hydroperoxide resistance transcriptional regulator | :hypothetical protein | :hypothetical protein | yhhS:putative MFS-type transporter YhhS,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001296095.1,False,1.0,P136EA2F79_02908,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P136EA2F79_01993,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P136EA2F79_01140,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,,P136EA2F79_00016,40.299,91.15646258503402,bglF_1:PTS system beta-glucoside-specific EIIBCA component | :Carbohydrate deacetylase | steT:Serine/threonine exchanger SteT | ohrR_1:Organic hydroperoxide resistance transcriptional regulator | :hypothetical protein | :hypothetical protein | yhhS:putative MFS-type transporter YhhS,unresolved_OhrR_without_context
L. plantarum,GCF_001302645.1,False,1.0,P10374EA45_02400,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P10374EA45_01550,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P10374EA45_00681,67.176,100.0,1.5137029157802526,resolved_positive_competitive_blastp,1.0,P10374EA45_02542,40.299,91.15646258503402,glnP_1:putative glutamine ABC transporter permease protein GlnP | :IS30 family transposase ISLsa1 | :hypothetical protein | ohrR:Organic hydroperoxide resistance transcriptional regulator | steT:Serine/threonine exchanger SteT | chbG_1:Chitooligosaccharide deacetylase | :hypothetical protein,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001308305.1,False,1.0,P13568631D_01272,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P13568631D_00803,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P13568631D_03067,66.412,100.0,1.5389312977099237,resolved_positive_competitive_blastp,1.0,P13568631D_01417,40.299,91.15646258503402,bglF_5:PTS system beta-glucoside-specific EIIBCA component | :Carbohydrate deacetylase | steT:Serine/threonine exchanger SteT | ohrR:Organic hydroperoxide resistance transcriptional regulator | :hypothetical protein | :hypothetical protein | yhhS:putative MFS-type transporter YhhS,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001331925.2,False,1.0,P18C83F0E5_00552,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P18C83F0E5_02704,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P18C83F0E5_01832,66.412,100.0,1.5389312977099237,resolved_positive_competitive_blastp,1.0,P18C83F0E5_00699,40.58,93.87755102040816,bglF_1:PTS system beta-glucoside-specific EIIBCA component | :Carbohydrate deacetylase | steT:Serine/threonine exchanger SteT | ohrR:Organic hydroperoxide resistance transcriptional regulator | :hypothetical protein | :hypothetical protein | yhhS:putative MFS-type transporter YhhS,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001368775.1,False,1.0,P10D5C22B8_01657,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P10D5C22B8_02311,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P10D5C22B8_01002,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P10D5C22B8_00268,40.299,91.15646258503402,yhhS:putative MFS-type transporter YhhS | :hypothetical protein | :hypothetical protein | ohrR:Organic hydroperoxide resistance transcriptional regulator | steT:Serine/threonine exchanger SteT | :Carbohydrate deacetylase | bglF_1:PTS system beta-glucoside-specific EIIBCA component,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001436855.1,False,1.0,P11A6FF55D_00781,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P11A6FF55D_01476,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P11A6FF55D_03295,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P11A6FF55D_00927,40.299,91.15646258503402,bglF_1:PTS system beta-glucoside-specific EIIBCA component | :Carbohydrate deacetylase | steT:Serine/threonine exchanger SteT | ohrR:Organic hydroperoxide resistance transcriptional regulator | :hypothetical protein | :hypothetical protein | yhhS:putative MFS-type transporter YhhS,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001444495.1,False,1.0,P1B3F69934_01223,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P1B3F69934_01084,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P1B3F69934_00621,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P1B3F69934_00564,40.299,91.15646258503402,yhhS:putative MFS-type transporter YhhS | :hypothetical protein | :hypothetical protein | ohrR:Organic hydroperoxide resistance transcriptional regulator | steT:Serine/threonine exchanger SteT | :Carbohydrate deacetylase | bglF_1:PTS system beta-glucoside-specific EIIBCA component,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001484005.1,False,1.0,P1B893052C_02716,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P1B893052C_00507,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P1B893052C_01442,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P1B893052C_02569,40.299,91.15646258503402,yhhS:putative MFS-type transporter YhhS | :hypothetical protein | :hypothetical protein | ohrR:Organic hydroperoxide resistance transcriptional regulator | steT:Serine/threonine exchanger SteT | :Carbohydrate deacetylase | bglF_3:PTS system beta-glucoside-specific EIIBCA component,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001540925.1,False,1.0,P1EB452A04_02935,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P1EB452A04_01927,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P1EB452A04_01017,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P1EB452A04_02454,40.299,91.15646258503402,yhhS:putative MFS-type transporter YhhS | :hypothetical protein | :hypothetical protein | ohrR:Organic hydroperoxide resistance transcriptional regulator | steT:Serine/threonine exchanger SteT | :Carbohydrate deacetylase | bglF_5:PTS system beta-glucoside-specific EIIBCA component,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001540965.1,False,1.0,P132B78AE9_02558,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P132B78AE9_02728,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P132B78AE9_02322,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P132B78AE9_01788,40.299,91.15646258503402,bglF_3:PTS system beta-glucoside-specific EIIBCA component | :Carbohydrate deacetylase | steT:Serine/threonine exchanger SteT | ohrR:Organic hydroperoxide resistance transcriptional regulator | :hypothetical protein | :hypothetical protein | yhhS:putative MFS-type transporter YhhS,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001581895.1,False,1.0,P12F9DAEC3_00520,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P12F9DAEC3_02595,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P12F9DAEC3_01757,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P12F9DAEC3_00660,40.299,91.15646258503402,bglF_1:PTS system beta-glucoside-specific EIIBCA component | :Carbohydrate deacetylase | steT:Serine/threonine exchanger SteT | ohrR:Organic hydroperoxide resistance transcriptional regulator | :hypothetical protein | :hypothetical protein | yhhS:putative MFS-type transporter YhhS,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001595615.1,False,1.0,P18D58DFCA_02393,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P18D58DFCA_02985,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P18D58DFCA_03013,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P18D58DFCA_01135,40.299,91.15646258503402,yhhS:putative MFS-type transporter YhhS | :hypothetical protein | :hypothetical protein | ohrR:Organic hydroperoxide resistance transcriptional regulator | steT:Serine/threonine exchanger SteT | :Carbohydrate deacetylase | bglF_1:PTS system beta-glucoside-specific EIIBCA component,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001596095.1,False,1.0,P127F2BDD6_00647,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P127F2BDD6_02779,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P127F2BDD6_01967,66.412,100.0,1.5389312977099237,resolved_positive_competitive_blastp,1.0,P127F2BDD6_00792,40.299,91.15646258503402,bglF_1:PTS system beta-glucoside-specific EIIBCA component | :Carbohydrate deacetylase | steT:Serine/threonine exchanger SteT | ohrR:Organic hydroperoxide resistance transcriptional regulator | :hypothetical protein | :hypothetical protein | yhhS:putative MFS-type transporter YhhS,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001596195.1,False,1.0,P12FAD427B_00840,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P12FAD427B_01213,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P12FAD427B_03535,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P12FAD427B_03324,40.299,91.15646258503402,yhhS:putative MFS-type transporter YhhS | :hypothetical protein | :hypothetical protein | ohrR:Organic hydroperoxide resistance transcriptional regulator | steT:Serine/threonine exchanger SteT | :Carbohydrate deacetylase | bglF_5:PTS system beta-glucoside-specific EIIBCA component,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001597605.1,False,1.0,P1C9553068_00658,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P1C9553068_01023,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P1C9553068_03544,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P1C9553068_01679,40.299,91.15646258503402,yhhS:putative MFS-type transporter YhhS | :hypothetical protein | :hypothetical protein | ohrR:Organic hydroperoxide resistance transcriptional regulator | steT:Serine/threonine exchanger SteT | :Carbohydrate deacetylase | bglF_3:PTS system beta-glucoside-specific EIIBCA component,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001617525.2,False,1.0,P1E602EEF3_00626,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P1E602EEF3_02767,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P1E602EEF3_01899,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P1E602EEF3_00773,40.299,91.15646258503402,bglF_2:PTS system beta-glucoside-specific EIIBCA component | :Carbohydrate deacetylase | steT:Serine/threonine exchanger SteT | ohrR:Organic hydroperoxide resistance transcriptional regulator | :hypothetical protein | :hypothetical protein | yhhS:putative MFS-type transporter YhhS,resolved_OhrR_sequence_and_context
L. plantarum,GCF_001619265.1,False,1.0,P16677AA66_02462,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P16677AA66_01099,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P16677AA66_02369,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P16677AA66_01485,40.299,91.15646258503402,yhhS:putative MFS-type transporter YhhS | :hypothetical protein | :hypothetical protein | ohrR:Organic hydroperoxide resistance transcriptional regulator | steT:Serine/threonine exchanger SteT | :Carbohydrate deacetylase | bglF_3:PTS system beta-glucoside-specific EIIBCA component,resolved_OhrR_sequence_and_context
L. plantarum,GCF_009913655.1,False,1.0,P1B9A3FF21_01850,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P1B9A3FF21_00926,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P1B9A3FF21_00151,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P1B9A3FF21_01991,40.299,91.15646258503402,bglF_4:PTS system beta-glucoside-specific EIIBCA component | :Carbohydrate deacetylase | steT:Serine/threonine exchanger SteT | ohrR:Organic hydroperoxide resistance transcriptional regulator | :hypothetical protein | :hypothetical protein | yhhS:putative MFS-type transporter YhhS,resolved_OhrR_sequence_and_context
L. plantarum,ZPZ,True,1.0,P1C1F7B07C_00454,59.223,95.81395348837208,resolved_positive_competitive_blastp,0.0,PerR,P1C1F7B07C_01997,46.528,99.3103448275862,2.046874274841046,resolved_as_PerR,1.0,Spx,P1C1F7B07C_01152,67.176,100.0,1.5549618320610685,resolved_positive_competitive_blastp,1.0,P1C1F7B07C_00594,40.299,91.15646258503402,bglF_3:PTS system beta-glucoside-specific EIIBCA component | :Carbohydrate deacetylase | steT:Serine/threonine exchanger SteT | ohrR:Organic hydroperoxide resistance transcriptional regulator | :hypothetical protein | :hypothetical protein | yhhS:putative MFS-type transporter YhhS,resolved_OhrR_sequence_and_context
